account,eligible_volume,num_trades,first_trade,last_trade,allocation_tier
0x3df71df678720133f30cfefd7430f60beabd7e64,6711869,37,2021-07-30,2021-11-04,5
0xa15cc015c3ec091ac40d9bcf00f8527c6933d5d0,6659457,29,2021-11-10,2021-12-13,5
0xa49b8c71964aba7b31c08757e1c50722096ef7b1,6642659,72,2021-05-11,2021-12-20,5
0x3f02cff04a8a34869953595c2740d26941d1f632,6563716,61,2021-10-28,2022-01-04,5
0x1e17f8876b175d37ebe08849434973c051261461,6554066,24,2021-08-14,2021-10-11,5
0x84ab6aeda45c85b910c363a454c5c0e93d8691a2,6489891,124,2021-08-16,2022-01-01,5
0xb0e83c2d71a991017e0116d58c5765abc57384af,6391287,320,2021-04-29,2022-01-09,5
0xa0f75491720835b36edc92d06ddc468d201e9b73,6382785,45,2021-11-02,2022-01-09,5
0x20f7c7e4b410af0d7309a04792fc22c7b4c7f46e,6379008,29,2021-11-04,2021-12-23,5
0x4026b3da349c2952255ca9db4f055ea57f4e037c,6318805,51,2021-10-21,2022-01-08,5
0x9b1370a78007b22812aa6d5bc4bd022b6c0b81b3,6279491,43,2021-10-05,2021-12-31,5
0xd0000d82238adc78c8ce213a30f3ae32de7b000d,6230126,6,2021-12-29,2022-01-02,5
0xae653682dee958914a82c9628de794dcbbee3d04,6159573,135,2021-05-05,2022-01-07,5
0xb4522eb2ca49963de9c3dc69023cbe6d53489c98,6144512,368,2021-06-02,2022-01-06,5
0x014931f3709cb251650944bf6f0bd60f213e95b7,6050324,70,2021-09-26,2022-01-08,5
0x00000029ff545c86524ade7caf132527707948c4,6025907,79,2021-08-13,2021-11-29,5
0x169efe5ffa1011fd90ee8438785e49066ed8ed31,5996319,54,2021-09-25,2022-01-08,5
0xa5493656b559ac046a302e8efa7c64d5ad4c9302,5985219,48,2021-11-04,2022-01-06,5
0xef42253884aac0a5df6efdc5fd04ac3cb1f485fd,5954880,229,2021-05-03,2021-10-26,5
0xf6b54fe3056146bba797daabfba2fbf5df539268,5890004,68,2021-04-28,2021-12-22,5
0xb295faacfe9d72ce8bd57b8771bad5cd031647dc,5886682,89,2021-09-12,2022-01-07,5
0x4ce73cc57943602df15fccf1ee291c5d67d38326,5864720,12,2021-11-26,2022-01-06,5
0x2d95c2f99df13b6d30f01841bd7278976759f44b,5806395,19,2021-07-11,2021-11-15,5
0xe1de5465f6410e21367bafc3c0e718e2aa522047,5800212,7,2021-12-09,2021-12-15,5
0x0b13f13c0e99f24b96a835b787d1347b33d87776,5773185,82,2021-11-11,2022-01-03,5
0x05e09d942505764bca4475abf8efdbc21d1c535b,5769308,131,2021-10-11,2022-01-06,5
0x9f7dfab2222a473284205cddf08a677726d786a0,5767853,20,2021-05-24,2021-05-25,5
0x455d7eb74860d0937423b9184f9e8461aa354ebb,5726791,24,2021-11-18,2022-01-04,5
0xa80191fca50be00f8952c69232c93d57eeacaf6f,5537395,15,2021-09-07,2022-01-05,5
0x3cb3783e22b4c6e997d5bd11b0ab51898ab7a955,5509282,2,2021-12-26,2021-12-26,5
0xb1ec171401c914b437d331994b328ac01d904671,5356247,162,2021-05-01,2021-12-23,5
0xbd4c616fafb31bcf3de34675eb497803e5776ee6,5301740,106,2021-09-20,2022-01-09,5
0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,5274782,14,2021-11-18,2021-12-15,5
0x9a82aa6edbc473a883b8906bf41084c9c1b760f2,5255337,71,2021-11-19,2022-01-08,5
0x08fdf0107a7d7e77b0f5e5a664ac49a93257c851,5244661,513,2021-05-07,2021-10-28,5
0x0d5dc686d0a2abbfdafdfb4d0533e886517d4e83,5147637,10,2021-12-19,2022-01-08,5
0x42869a8455671c419bdcd1905f4966e6d305f216,5129986,39,2021-08-05,2021-12-30,5
0x33663e7953f017ef39b103da9b9c3aca90164de3,5102945,18,2021-11-06,2021-11-27,5
0x6c6541cc3ec6bfc2d7b0ca48ccb0225cbbea9b59,5067535,301,2021-05-15,2021-12-24,5
0x6c833b726cd5a6f6f6b3321cc8f444b625199fe2,5035885,21,2021-04-30,2021-12-12,5
0x4125533e8c48385320069793c463dc554c77a398,4918622,23,2021-11-22,2022-01-06,5
0xe6140cfdd935232311d90b4eb9cf9f8bffa41a05,4870461,14,2021-09-02,2021-09-03,5
0xac7916f699c0cf1765315a4a603fc56260164e5f,4870309,64,2021-11-17,2022-01-06,5
0x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,4830376,65,2021-07-13,2021-09-17,5
0xffa1bc1b60e914195c08bc9d7822ced4f032b261,4752644,9,2021-10-04,2021-10-10,5
0xf3ae3bbdeb2fb7f9c32fbb1f4fbdaf1150a1c5ce,4737134,172,2021-05-31,2022-01-02,5
0x52ccff5c85314bbe4d9c019ee57e5b45ad08b0db,4732959,24,2021-10-15,2022-01-07,5
0x512e3eb472d53df71db0252cb8dccd25cd05e9e9,4680523,77,2021-10-07,2022-01-05,5
0x8473ac160f25f85c5f46697ce283cfe785fd2690,4641995,104,2021-12-07,2021-12-25,5
0x5db8e9605de5cd567293518fca840536a5ac3a91,4598709,3,2021-09-02,2021-12-11,5
0x414a26eaa23583715d71b3294f0bf5eabdd2eaa8,4571034,29,2021-11-04,2022-01-05,5
0x256e6582a76727a001b25be9b3598c3e8daac664,4531730,74,2021-08-13,2021-11-16,5
0x67f72412a592d066a2e688e62664116deabeab29,4531205,37,2021-12-15,2022-01-09,5
0xd1b1c76b924573d86d7765142557093337d9fbd7,4452855,8,2021-10-04,2022-01-04,5
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,4408824,41,2021-06-23,2022-01-05,5
0xcefbed655dec0c7e184b6ef8a613328adac841f0,4407843,26,2021-11-10,2021-12-25,5
0x0417926c1504f17892cff3b0d0feeda89c711fce,4353962,73,2021-07-27,2021-12-12,5
0x6f57f7b099fe5553198fdb67a74a4f90902c67c8,4338622,35,2021-11-10,2021-12-14,5
0x0d41f544b18b779389081833791c24ae5075b888,4331301,37,2021-05-29,2022-01-02,5
0x637a67fcae558772c4de66aab562da49530e6ae3,4323297,62,2021-08-25,2022-01-06,5
0xc12a39668ed7257410a598cb8fb6e9bcdf594620,4323027,81,2021-08-20,2022-01-09,5
0xc29d294b9c254d20ba7e20923f31a8fe91d4faeb,4163009,69,2021-06-07,2022-01-06,5
0x7c363e4650ca88e4676f1ce2ac6f2dd50c102198,4143303,33,2021-11-30,2022-01-04,5
0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,4139032,56,2021-10-08,2022-01-09,5
0x7532a9e3e9475337c8a907428e35932a20959fdf,4135109,51,2021-05-05,2022-01-07,5
0xa7d2550cc823721edc6641da8cde8dd7ad369523,4127030,49,2021-10-28,2022-01-04,5
0xb0f4b88d29667607e88198a12e6b19700b08abf1,4054444,842,2021-08-14,2022-01-05,5
0x280bf69d522bbcfb3aeb138c59d85a16e449057c,4037534,146,2021-06-04,2022-01-08,5
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,4024301,27,2021-08-07,2021-12-10,5
0x9e51bb6841fe9d6fbc7bcc9bafb67d65767ceb32,4022329,80,2021-05-05,2021-12-13,5
0xf69ea6646cf682262e84cd7c67133eac59cef07b,4003770,122,2021-09-22,2022-01-09,5
0xea75e6b2a783866bafc906de0e2f80dd40e55845,4002611,57,2021-11-03,2022-01-09,5
0x82dcff3c5f3cd89eee6887ca817a92289a73b7b8,3956712,24,2021-12-17,2022-01-08,5
0x8bcf7e0ca3de9ec2637a76184eb746e844d2e2f6,3947423,80,2021-11-24,2022-01-04,5
0xe1e2a52a21226ba37f28ba6cdf59f20156798f94,3943544,35,2021-11-14,2021-12-26,5
0xe7449d1590d8f91bf9d79f845627ea3bec840483,3933980,10,2021-10-20,2022-01-07,5
0x1c0b104a9eeff2f7001348a49fa28b8a0d23d637,3911506,18,2021-08-09,2021-11-28,5
0x0692ee6b5c88870da8105afeaa834a20091a29ff,3903397,332,2021-08-06,2022-01-09,5
0xa186727fdaf90cd7d9972572e32c618ce04206f8,3840597,23,2021-11-14,2022-01-07,5
0x443cebe8c58e6e23921fe37dbdd6f8a6e8fea233,3839245,17,2021-11-17,2021-12-07,5
0x77f6821146cce5993282d940eef472c4b09d7537,3785394,5,2021-12-31,2022-01-02,5
0x5b76247e1fa700107d3eaf5ad4de09d0aca611bc,3772101,32,2021-08-28,2021-12-05,5
0x7a27f0fcde0aaf0514bbd8182980768a5f2cde24,3766592,18,2021-09-16,2021-11-28,5
0x8f688a91695f7d2a1e93e57cedcbf5c5202f617b,3733677,270,2021-05-29,2022-01-09,5
0x1fafb618033fb07d3a99704a47451971976cb586,3717428,48,2021-08-03,2022-01-08,5
0x82b7c92481dc845c6663e61cf495dbaa79755aa2,3712437,31,2021-08-20,2021-09-15,5
0x8da35b920fe236a757a0fad93d3a3ab8ea0a24cc,3655432,40,2021-09-06,2022-01-08,5
0xca968044effff14bee263ca6af3b9823f1968f37,3639253,59,2021-08-23,2022-01-07,5
0x00000639caea2f4991b946c1f68686e4df700000,3610351,58,2021-10-15,2022-01-09,5
0xf555ea7a85c2cf13db640148e2d4c8a8027e8ef4,3609901,4,2021-05-13,2021-09-08,5
0x2a5f8d85897e1946bf8921097f7bbd7a4fc222b6,3601632,16,2021-12-06,2022-01-07,5
0x8b3f4eb783270aefaac9238ac1d165a433c8fbf3,3598444,29,2021-12-29,2022-01-08,5
0x42e61987a5cba002880b3cc5c800952a5804a1c5,3540771,4,2021-12-06,2022-01-04,5
0xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,3528507,158,2021-05-01,2022-01-06,5
0xc34efe5150dc9cbd89ce3be1fbd2fb12ffc7af39,3516410,135,2021-05-08,2022-01-07,5
0x180c60e5937916c6bca43a1e404d27559debc87c,3499045,23,2021-10-28,2021-11-25,5
0x6e74abe08b824f2d615a76227f7498af6062f38e,3447840,175,2021-12-09,2022-01-09,5
0xd2787c129b34e673868fe2eb216cad705ba73837,3445868,12,2021-12-18,2022-01-08,5
0x4ee0fcd192ad16d540f505202518fe42646e653e,3400656,19,2021-10-26,2021-11-28,5
0x90274a1c02a0d24c6e8dc7fc0591ba1ce922eb6b,3387773,44,2021-11-08,2022-01-06,5
0x0478faec5bb44c02c3be28181de4d565ab139bbc,3351049,87,2021-07-30,2022-01-07,5
0x975e7d4448b51393e77fd6633035b9d63bf28d09,3345277,16,2021-11-05,2022-01-08,5
0x1f7bfd7de854f73a9f3f9a99a014980a630367b0,3343245,319,2021-10-07,2022-01-09,5
0xbc79855178842fdba0c353494895deef509e26bb,3299267,12,2021-11-23,2021-12-20,5
0xf1f9f3c960a2375e4ba50b6462c45f5c13109588,3284426,20,2021-11-09,2021-12-12,5
0xa30afa4363b1c60bbfc19e7d5fa69635567bbdd3,3282192,31,2021-11-18,2022-01-04,5
0x8ae20fabeb608fd307fc1ea15a294340a547d501,3274417,53,2021-08-13,2021-12-31,5
0x39b2bd7b6362f5282b98a3f5cf779e2b3457f82b,3264486,51,2021-07-26,2022-01-03,5
0xf85385347f56819c316939434d427d0c9537eddc,3259862,106,2021-06-11,2022-01-03,5
0xbd4a38e90710ec7beb292923f4a1b4b1d0131b67,3257013,13,2021-09-02,2021-11-13,5
0x108a8b7200d044bbbe95bef6f671baec5473e05f,3235252,6,2021-10-29,2021-11-03,5
0xc5e5a7f422943b8ecddd56caefebcbe4cde9051a,3220313,85,2021-08-22,2022-01-07,5
0x4e83362442b8d1bec281594cea3050c8eb01311c,3218422,29,2021-10-25,2021-10-29,5
0x75a35f615cb1bc590e83fbbbc1fe10aa7b58fdc1,3214253,39,2021-10-19,2022-01-07,5
0xf5830ff9b625b60131d82530c51c9e294a9f7478,3172009,87,2021-09-15,2022-01-06,5
0xc7370217e83418d12adfa3a9231892b0eaeac410,3152003,24,2021-12-01,2022-01-08,5
0xd50f649a2c9fd7ae88c223da80e985d71de45593,3146845,51,2021-07-14,2021-10-28,5
0x0723e725bdd7857d0746f4063e23afbce0c06d0a,3123134,35,2021-08-18,2021-11-29,5
0x0297225c54372f1ca687be9f1debe43d80ff7887,3123118,25,2021-10-20,2021-11-05,5
0x23dbad15fd6f68077a8ae654cd58ce2f07b01d2f,3122534,41,2021-08-13,2021-10-13,5
0xe61ed4d6722396334ab7589760f0bff5656142eb,3113360,270,2021-06-04,2021-12-21,5
0x9ed96a920f8f6e48c9d68ff28a146b72c99930e7,3108070,57,2021-12-29,2022-01-09,5
0x2f45724d7e384b38d5c97206e78470544304887f,3069807,144,2021-04-28,2022-01-09,5
0x01df05ac0537407f6806fe2b043cc90cff0309ef,3057948,9,2021-12-04,2022-01-03,5
0x896b94f4f27f12369698c302e2049cae86936bbb,3043803,46,2021-10-28,2022-01-09,5
0xc1854475bac345be0bda25e2bfa3711fe5f3a3c6,3029701,39,2021-10-30,2021-12-02,5
0x5edcf547ece0ea1765d6c02e9e5bae53b52e09d4,3020507,97,2021-08-06,2022-01-07,5
0xdbef82c2ba491b5a1b85733a0ee822cf20d6df43,3019772,13,2021-11-19,2021-11-23,5
0xa0eac5d90be5e6346b22895a207d49fbe9711447,3017677,87,2021-06-03,2022-01-09,5
0x9ead5e6e90440e69b5f28fef5942a5b273387c13,3013974,56,2021-10-03,2022-01-09,5
0x06ea42e37ea3173056844c81e372a4c8b6cbe664,2979494,59,2021-12-15,2022-01-09,5
0x68c1bd5d5f2dd748afdfa7b4b4ea043c60595095,2974754,90,2021-10-22,2022-01-07,5
0x424a013d29223df9ee630ae6f7a851af1b391ee6,2967672,29,2021-11-16,2021-11-28,5
0xd331791be03e628aff927d66bb52c04ec66afd65,2960000,32,2021-11-06,2021-12-25,5
0x4daef97203fa6654f6338872da5bd1ea2e879533,2935889,23,2021-12-08,2022-01-09,5
0xa80383f17a92b110921c07fb5261798f3a99377f,2935489,4,2021-08-31,2021-09-15,5
0x2dab8fae6302789b3d73d486db7c8352cdf48bce,2927234,49,2021-07-07,2021-12-31,5
0xb82b49312f7215d8db146ee73999b001d7b7f2c9,2906132,12,2021-11-07,2021-11-08,5
0xc84c19bbf07d0cb7cc430fc3c51173c4acd5dd9d,2888856,86,2021-10-02,2022-01-08,5
0x4be670ee941d277bdb16281ce5b0136e9a8743c5,2885903,325,2021-07-17,2022-01-09,5
0x84d5ab1007bebf293a6e7751f59c643459deebfc,2835959,33,2021-10-13,2022-01-04,5
0x055ad5e56c11c0ef55818155c69ed9ba2f4b3e90,2809449,33,2021-10-26,2021-11-16,5
0xa3d05108450caa759535ea9ba1483844a2418ad3,2805355,179,2021-05-10,2021-10-27,5
0xbefe4f86f189c1c817446b71eb6ac90e3cb68e60,2804259,6,2021-11-19,2021-12-19,5
0xe0842049837f79732d688d0d080acee30b93578b,2793906,22,2021-11-27,2022-01-03,5
0xda60eeb5ccf8a088307a7cd829d808f9ce8e0f4e,2791244,7,2021-08-31,2021-10-19,5
0xc0810e5f17915dfe97b57947a3d84094572689ac,2779769,47,2021-08-27,2022-01-07,5
0x13ac34ca33ae3e040e7fbd64c37926be343d1ab0,2760293,149,2021-11-06,2021-12-30,5
0xf73374c8d5691e2a8733bd997ec28282bfd8bfd4,2756028,211,2021-05-04,2021-09-20,5
0x72abd1ea0af2f1010fd835d479d4f068ac9bc805,2752769,9,2021-09-22,2021-09-23,5
0xd77b3262af4cd6b2055e2df40348a90079113228,2732475,24,2021-10-21,2022-01-06,5
0x1f7aabcadb1f35f4fa1fdac620ebf63bd20b2f9b,2732387,20,2021-09-10,2021-11-12,5
0xd77a8cde26afb5b711f0e25c23a48562d5259bf3,2731768,68,2021-12-25,2022-01-09,5
0x61f72fe1e4ff809a2eca0b191c608599a192e1a1,2695386,15,2021-09-08,2022-01-07,5
0x4de361d87f3e861a5ed59e8a548aa4899ecfa9e6,2665178,22,2021-12-08,2022-01-01,5
0x6b3c77026d2002eeede5243768059197a3dcdaf9,2660550,177,2021-07-17,2022-01-02,5
0x32c8d674e5012e2c2f1fcd82ec650635d137c5c6,2655665,12,2021-11-21,2021-12-24,5
0x8d73e98e7e123e765814e887a0071a5a7601abbc,2652047,42,2021-10-05,2022-01-06,5
0x285a878a747a37c044b0f45258b3904fcd610d90,2647113,17,2021-11-23,2021-12-13,5
0x2942ebe9335220fdc74a8542277a4d9c53c5e530,2634440,44,2021-10-25,2021-12-22,5
0xcb20a54c4ed357bf7e28d1966e3f0f5215e25b37,2574078,1,2021-12-23,2021-12-23,5
0x7de07bb8a43c1953a019906cf2c8287dae478be9,2559800,26,2021-10-31,2022-01-08,5
0x829148aba1177c4b6a6a3dbca3e165fd34094e1b,2558355,31,2021-10-04,2022-01-09,5
0x7bc5c95434510dfc7f05851056631b6faef3d5c6,2556075,16,2021-11-05,2021-12-29,5
0xf3b9aa5ea21d810192c2cb29197963df152836b3,2555924,23,2021-11-05,2021-12-29,5
0x87e6888935180a9b27a9b48b75c9b779bfec1f76,2541479,25,2021-07-22,2021-12-26,5
0xe16c0e1bf3b75f67e83c9e47b9c0eb8bf1b99ccd,2540438,37,2021-10-01,2022-01-08,5
0xa5e8eb3fe57369bcda21c376b18d07a236d54ffd,2535986,68,2021-10-11,2022-01-06,5
0x41229d33fda2d96300ccdc2cbb1782d749e4a2f7,2529592,10,2021-11-18,2022-01-07,5
0x56a201b872b50bbdee0021ed4d1bb36359d291ed,2526587,34,2021-11-19,2022-01-06,5
0x3ebd4d6d131a2275dce5e7ae8a2cd66cd1d7e766,2507490,92,2021-08-22,2022-01-06,5
0xd2b912af3314352a11606ac669e745f2fe736a07,2492483,30,2021-11-09,2022-01-06,5
0xc23eef354eeafa70619a1a37f9139b9b09af826a,2482503,162,2021-08-10,2021-11-18,5
0xeffe07b4f3de46590e596d70d91b745b2b4d008e,2461025,31,2021-10-28,2021-11-08,5
0x2421134c8e8278ad199f6886ae70c5c373da3b48,2458843,74,2021-08-23,2022-01-09,5
0xa426dad0179b6a374a47164887845a29ef832ec3,2443447,39,2021-05-10,2021-06-10,5
0xded5d8c6b271a48f3b9ba20e8aa761a6baa2fac9,2442012,11,2021-11-30,2021-12-18,5
0x49e6e68d9118c69bb36d9bac12b6022c729cafa6,2412721,16,2021-10-07,2021-11-17,5
0xd97eeb8b7f164cbbe9cb45c83c98d4e0bf502a4f,2404487,146,2021-11-17,2022-01-04,5
0xdeeb758e147ea422e6bad89bcfafabfac0527949,2386060,202,2021-06-04,2021-12-25,5
0x58caa9f6f5ada966b6bebc5b3335ee9e41f2ed0c,2383220,26,2021-12-17,2022-01-07,5
0xef75afc1a54297ddb60da098d738dad6609f488e,2383003,76,2021-08-14,2021-12-30,5
0x205b993bb19930c80fb10ddf4f4c423e49c4caac,2370121,30,2021-11-11,2022-01-03,5
0x8316941e4b91d3e0763355a6804ed0c0ac844f37,2354455,50,2021-10-27,2022-01-07,5
0x7b1bbc444cbbbbc481531be02a086742c5e7271a,2331562,16,2021-11-25,2021-12-12,5
0xdb9859fe30bdcf020798615f2227860660e6cdf3,2322440,8,2021-11-13,2021-12-10,5
0x8ed0de033eea6ed209e33b7f553a980792cf2034,2317368,48,2021-09-29,2022-01-05,5
0xb3f3658bf332ba6c9c0cc5bc1201caba7ada819b,2314695,25,2021-09-29,2021-11-09,5
0xbbe6495f5de6805c3e28bd66b26ad2076c006dc8,2312384,9,2021-11-03,2022-01-09,5
0x9c7dc2c545fef4668e753c6bbfeab4a64d165e6d,2310905,27,2021-11-17,2022-01-08,5
0x98265d92b016df8758f361fb8d2f9a813c82494a,2308827,668,2021-07-05,2022-01-03,5
0xd142c9cfe2f0bef4c14594358fb65aee1b726d2c,2306830,11,2021-05-14,2022-01-09,5
0x527abbd3b14eaec4a5539b9186d18e71d0f6d816,2304179,206,2021-08-04,2022-01-07,5
0x802a26952a2095a5986674937c9c43f37807b380,2285085,326,2021-07-25,2021-10-05,5
0x2c846af5980fcde93f359b04a3d0e723b7c54112,2282350,26,2021-11-06,2021-12-25,5
0x760497bffaed0850eb7db38b5a28abc3b1c656e7,2282099,427,2021-05-04,2021-05-19,5
