account,eligible_volume,num_trades,first_trade,last_trade,allocation_tier
0x80b3a71723fd38cd9589ca32fa40edc781f1a9c2,22027,4,2021-12-22,2021-12-22,1
0xbd77c11dfe7d7453748ba24f81b443f7a6791ff0,21763,7,2021-12-31,2021-12-31,1
0xc38804f8df74254a030a2329edb3bd8132ca0e19,21430,10,2021-11-08,2021-11-26,1
0x8610925bae4ddc46b12a1de7aa8db2af045d383a,20840,3,2021-12-08,2021-12-21,1
0xc258d51d09bbfb9d99365e95d16d197a78469128,20465,3,2021-12-09,2021-12-13,1
0xdf33f4e48fa2318204fbd5e99d1141950429bb49,18989,22,2021-12-26,2022-01-06,1
0xe4d6c505b202385b214e9d050403d8da4b60ec02,18168,6,2021-10-07,2021-12-08,1
0xf6dadf0293013e94fdd049f5860e79bfdec1841b,18003,7,2022-01-08,2022-01-09,1
0xf039e5291859d1a0b1095a2840631e8ebc00ce14,17623,10,2021-12-16,2022-01-08,1
0x44bc008896076226ba6d5292721239b281ddf970,17612,2,2021-12-29,2021-12-30,1
0x3871dffe795145bcce5e24793a82d93993550843,16818,35,2021-09-01,2022-01-09,1
0xae74c11eb5633d2e2c404625e3fb557c7dacf4aa,16817,2,2021-10-23,2021-11-19,1
0x77f8f79519e2a8b7f178b459bb8fa5ee4856bed8,16081,10,2021-12-21,2021-12-27,1
0xc5d58ced39bd2da1d61a44ef993c4b4a4c1231d4,16027,17,2021-12-20,2022-01-07,1
0x4f3cb45d12c495d4a04ea1f57853e2a40a6feb92,16007,4,2021-08-19,2021-08-19,1
0xc31841adcf0bff97b3554d818a69cd4f023524d5,15564,12,2022-01-01,2022-01-04,1
0xdec0ded0606b7d0560adebd6c3a919a671db4d66,15528,8,2021-11-09,2022-01-02,1
0x84e42b2f03bf1b78cb17b0d9eceab91534d94137,15240,4,2021-10-07,2021-10-09,1
0x8c770700fd14aa69df54b2142d855e40e712a64e,15119,6,2021-11-23,2021-11-23,1
0xbee227b96025aa79d3e1d592edf9505e11f8c44d,14928,92,2021-12-29,2022-01-08,1
0xd7a4d4d61071e0511db8b4fa27bcde24b8131c5b,14819,4,2021-12-30,2021-12-30,1
0xa1641dc869ba195c906cd732e2fcc8428adf327d,14584,4,2021-11-23,2021-11-25,1
0xf302467068f588c329757d271d42ac503457db5f,14197,16,2021-12-29,2021-12-30,1
0xaa542657061d3b23a2a8f4e2e892e68d60531bcf,14134,6,2021-11-23,2021-11-23,1
0xafef1972af7815bb148c9a515264dd6eeacd9c6b,13944,6,2021-11-23,2021-11-23,1
0xbda6db6efd10473f44f363badd0b1ac59b03cc23,13879,17,2021-11-17,2021-11-18,1
0x9ad7848389c145ef6a583f54175d302241666fab,13859,6,2022-01-03,2022-01-09,1
0x0d801699678375e43d14f67453e24f17ebbaef8a,13726,67,2021-11-08,2022-01-09,1
0x7a9e4543f98aa366fac8bb4ca679d63ff5db9fab,13652,1,2022-01-09,2022-01-09,1
0xc08df41fca7e094285b9a76a1a1c6bc62ef52e96,13557,1,2021-12-30,2021-12-30,1
0x20316e8a4818326a504bbbf96d476d6c94b1c4b2,13225,10,2022-01-02,2022-01-02,1
0x2e5a6a3a79237aac0a1b5078cfe9a374626d2fad,12896,9,2021-12-13,2022-01-03,1
0xfb53cc84f5187c2f386e9895476b3decf33d4982,12799,2,2022-01-08,2022-01-08,1
0x01bf1ba313070323b274523a3ef0248bcb1d413a,12797,7,2021-12-08,2021-12-08,1
0x62f6d496e22fee340074c5d46838772dc49624cd,12717,5,2021-11-26,2021-12-03,1
0xbb46c718414fd8de44f2381723a9ae4e66496add,12675,3,2021-11-22,2021-11-25,1
0x0df02b850cf52a12eebb8b39ecba689d665caf30,12637,8,2021-12-30,2022-01-05,1
0xcc679d3d8c73a23c2bbef55b86b4fedcab601acb,12623,4,2021-10-17,2021-10-20,1
0x7121e4ed2a0dce69ef71b0f9e08f37a3e216428e,12515,21,2021-12-18,2021-12-20,1
0xed3824bc9609f8bdb4a548d3c5b1145f4d61b535,12482,1,2021-12-30,2021-12-30,1
0xc7d46b70f3e0ce07915df817723e96c671b4cd65,12182,5,2021-11-28,2021-12-04,1
0x3eb06ded73597c1be459288806773785d8a44c6c,11875,10,2021-12-25,2021-12-25,1
0x507456be2ae61cebbb4d358b2d09e35d9206a5ec,11836,10,2021-12-25,2021-12-25,1
0x149947d86931e99d653bfbb41721ff62af9e2223,11833,10,2021-12-25,2021-12-25,1
0x2251af42ff4a5b044685332f48eb2311c856105e,11823,10,2021-12-26,2021-12-26,1
0x884c9aaf5588f18983550a24e3b9ae7f9c269c1f,11823,10,2021-12-25,2021-12-25,1
0x7db1018b8e37d8dd07505f74d8385326c9acd745,11822,10,2021-12-25,2021-12-25,1
0x6b562d8167468d21e15a7f79cc79c15318636903,11821,10,2021-12-25,2021-12-25,1
0xf587147061923d1b2efcbbfc28edc371d71fd55f,11821,10,2021-12-26,2021-12-26,1
0x1d0358e9ca5e2bd6530aeac6dfc9bdf5e9d68035,11812,10,2021-12-25,2021-12-25,1
0x0270c1b587d819256265da2d2fd39068b6bb9211,11810,10,2021-12-25,2021-12-26,1
0xbbef63bade6e225baa8cbf20bfe869ca6edb68cc,11573,3,2021-10-07,2021-10-09,1
0x632f7f3da8e705631f83d3fceaed8edc4e809d31,11535,4,2021-11-29,2021-11-29,1
0x9ce8dda4d9d8f2a975626b522c193155717ccbab,11504,6,2021-12-08,2021-12-08,1
0xec43929db5b9282f73a8a998cab0b416e56c33ed,11229,18,2021-12-19,2021-12-20,1
0xa5495a3dbd5c6c00ef69bfd1c133c7049724b4d0,11226,4,2021-10-07,2021-12-08,1
0x46920f3b2f695d4e1149934d1b9533be5efb4498,11089,4,2021-11-21,2021-11-22,1
0xf970f7b32ed6cb64bbe61ab95a30e0665887500b,11087,4,2021-11-21,2021-11-24,1
0x52a0b97ade09fbc27931d0cd3c060d39b22869ec,11051,3,2021-10-07,2021-10-09,1
0x33d66941465ac776c38096cb1bc496c673ae7390,11033,2,2021-12-30,2021-12-30,1
0x82839401961b13347cbb805992726a4a508feea9,10994,3,2021-11-21,2021-11-21,1
0xb317931f32cca74b835bc0095cea0bebacbd79be,10894,38,2021-09-23,2021-12-31,1
0x8ad1633b0d80d908e29fc85edab1323c606c3045,10840,10,2021-12-26,2021-12-26,1
0x05436ab71a7b60e4896218b077a9cc3006212576,10837,10,2021-12-28,2021-12-28,1
0x376ef090c001e306439c37f85f2388e1c225e67f,10836,10,2021-12-28,2021-12-28,1
0x5bacae3b3d83b244e98be7f7a2d3386e7a2974c5,10836,10,2021-12-26,2021-12-26,1
0xfcb3c05907184051646c547345f97ae1652d008a,10836,10,2021-12-26,2021-12-26,1
0x1861974f32eacdcced0f81b0f8eccfed58153a9d,10675,1,2021-10-31,2021-10-31,1
0x93bd46791ae02bb51a9a8974d321236ac3335369,10643,1,2022-01-08,2022-01-08,1
0x048a9e6d589cd7e1488f3d83e1bb642b472aeadb,10604,6,2021-12-28,2022-01-04,1
0x5c1ecd957ed2cada522b8fe1111250834b6674e1,10604,2,2021-12-16,2021-12-17,1
0x2e580836ac4c585ba544e515f8999a1398f71e9c,10587,3,2021-10-07,2021-10-09,1
0xa6c9b5696cf6edbef25d941714ce1bfca544f3c4,10556,4,2021-12-08,2021-12-08,1
0x130111927e4d46b15919177e3f83869e463a815a,10363,5,2021-12-09,2021-12-09,1
0x0e8ba4a39c8288315e1ccb97416267f04feae1ce,10325,12,2021-12-10,2021-12-13,1
0x4ffc3884669e442e5d2f687b2c70504d942ba129,10279,33,2021-08-13,2021-12-16,1
0x3e4f4dee05c6b2f42704a3a713d4ae4a084ed8ed,10252,4,2021-12-21,2021-12-21,1
0x5051b755a517d4995d86cf9881b76b174fbd12a9,10249,8,2021-12-30,2021-12-30,1
0x1d2c1b338422da35e2f8e239267d58fd17699880,10217,4,2021-12-29,2021-12-29,1
0xee0f9b34b98c578b3d38869aa57dbb212091d472,10136,4,2021-11-23,2021-11-23,1
0x40edb54f5f3c1eceb74bc4c4c405eea4be9705d0,10121,4,2021-11-23,2021-11-23,1
0xd71851199ab1f206005a71e775d444fc509745ba,10055,5,2021-11-23,2021-11-23,1
0xa6cfd123802ca01286b99d17fb7defd1e5729c92,10053,4,2021-11-23,2021-11-23,1
0xf98d1fba8868506e5d4e77c9a7f35d4b8a5b8e82,10052,17,2021-12-28,2022-01-09,1
0xac18cfae86301ebaf3b9aecc5c91a87597434c2f,10011,2,2021-11-17,2021-11-23,1
0x5903be9f630c865f9d3284b3c58d0d497d57d972,10006,1,2021-12-31,2021-12-31,1
0xa7fdb0566f931d0aa82f909ad3441151409b7bd8,9994,4,2021-11-23,2021-11-23,0
0x7cc672080e0f3a1e28c281d352fce350fd20dd86,9885,7,2021-09-13,2021-09-23,0
0x53142db4313838aa563ee1ef2940348b7f70ab84,9878,4,2021-11-23,2021-11-23,0
0x7912af3353c646ee584d1d8622ea29ebdc6a3651,9848,4,2021-11-23,2021-11-23,0
0xb6ad6571497f7d9d67559a3dcc215d28564f0805,9754,4,2021-11-23,2021-11-23,0
0xce8b88b6ab0de87e80d19bfe3d87113fd230a63e,9743,3,2021-10-08,2021-10-11,0
0xf20abe795d5d14106f82f768910b26339e2d61a4,9743,4,2021-11-23,2021-11-23,0
0x41a20deda3db1e399bda1b9dde903a1479521c35,9644,4,2021-11-23,2021-11-23,0
0x0499f5ccc4c4262d4ac5361e43e9fed2d19f5565,9621,3,2021-10-08,2021-10-11,0
0x4213d9b38356c1bb9f552889bd5f05c36946173c,9578,11,2021-12-15,2021-12-15,0
0x6a7bcbae98d2e410240045b6e6f2280e9d152365,9578,8,2021-12-19,2021-12-19,0
0x39336391ae3438212b6a25cf7c898826bad882f9,9572,13,2022-01-06,2022-01-07,0
0xe9067292ef6f2a38f1e248861e5aa39440b00f20,9545,4,2021-11-23,2021-11-23,0
0xc1f68c9dc622d0db457e0d82323d20ff6d1bedcc,9539,6,2021-12-08,2021-12-08,0
0x87b2ce864068d2c16f7fee00c58e55029de9884f,9529,8,2021-12-25,2021-12-25,0
0x6f568ab3967774119713ce3ee5df49fde29aab30,9491,10,2021-12-31,2022-01-01,0
0x1c421133f00269e3c626eab1619e06cd4758d8ba,9450,2,2022-01-09,2022-01-09,0
0xb65699637483d0df462545a27092f6e7ba1ed1c7,9408,4,2021-11-23,2021-11-23,0
0x09bd9990fd45e3e78c729bfc4c13b46f11c8918f,9333,4,2021-11-23,2021-11-23,0
0x6544df975cf58a0b2c9a361a8db2e00d338e10c1,9333,37,2021-09-12,2021-12-10,0
0xdb6a710436166da085052688c0c1cc5d7852fee0,9228,10,2021-11-29,2021-11-29,0
0xd455c63f310ce0d78309aad51422d9e011a4248b,9202,12,2021-12-18,2021-12-20,0
0xbcedcc026b86fd2bd98128ae0d4b71ae3b8292ac,9196,4,2021-11-23,2021-11-23,0
0xc117ca3de85cc2c2a41bbfa48c955c7a3d57568b,9178,4,2021-11-23,2021-11-23,0
0xb8adfee40e1defbb8314d3fec3c622be2f624901,9116,1,2021-11-22,2021-11-22,0
0xfa8f6a93ff4870a95a343631a077acd31be59245,9116,4,2021-11-23,2021-11-23,0
0x6c1d659cc40365aaeb376759cd1e35ae105a336d,9115,15,2021-12-19,2021-12-20,0
0x7f2d0a55d34008c6ee1e20e9a23c33e28e20a4dd,9100,10,2021-11-29,2021-11-30,0
0xcaa13f50464237a1615ea1c9e024190c33537111,9069,4,2021-11-23,2021-11-23,0
0xb928ecc7135acaf0b2d55d3589dc47f2805fe68a,9036,6,2021-11-21,2021-11-22,0
0xcf6eabf474b640ca654ed98599908ce7e83ca6e8,8900,10,2021-11-30,2021-11-30,0
0x4abd7202eff452ff57f415c0475a0654b8380ed2,8895,60,2021-11-18,2022-01-04,0
0x90bc0b43fa89027b2f2df93fa7028357370a026a,8807,6,2021-12-19,2022-01-09,0
0xcd990e064b8366acbe3031d175260931a9c8ecab,8777,19,2021-12-29,2021-12-29,0
0xc6971a68289d85f792c1bbff7b1717211b618323,8769,6,2021-12-31,2021-12-31,0
0x51500eeaa6f2891e2f9a3a1ff18b09bd54005150,8719,28,2021-12-16,2022-01-05,0
0xfd0a88c5cc30dbc5b577b0caa86b2e1bd785b222,8709,2,2021-11-18,2021-11-18,0
0x234e63ecab550d8e600f0909544fc75f430cf1dd,8698,5,2021-09-24,2021-12-06,0
0xe764aa4760bc87466601a14ad0d648c86dcc4763,8688,6,2021-10-31,2021-11-10,0
0x0b1e2e9545b3045d6cedf284a7b66ad470e7e8f2,8674,23,2021-11-18,2021-12-20,0
0xd4f49e3a1fba6e6a2633d9bcea742e699f1cfe43,8657,39,2022-01-08,2022-01-08,0
0xd0556c42daed8f04a57f9469275ddf43905ad470,8556,12,2022-01-04,2022-01-04,0
0x342a9c6ef7a08723b3e278c86c3427c13b481bab,8535,6,2021-12-09,2021-12-09,0
0xd268fe48fc4c2780e017c626677744f58c0a1aec,8526,26,2021-11-18,2021-12-20,0
0x9009b2b1947a60252b8b7361a266aaf5b425b4bc,8505,19,2021-12-31,2022-01-02,0
0xb5ec2e06c19ec1663421f0166a5266cc888ff8cd,8400,1,2022-01-09,2022-01-09,0
0xced1a3bd6f56de3dfe22757cb4483720052f10e6,8389,6,2022-01-08,2022-01-08,0
0x0bcb30ae6a56ded3dcbfa1f735a72f466e5d2043,8370,13,2021-09-01,2022-01-07,0
0x1384e7c05ad8e09816c1902b3f7b83a74e0e865d,8360,22,2021-10-21,2021-11-20,0
0x87d2b8066b92fb446a16a4ba918ad949d41b6a83,8321,10,2021-11-30,2021-11-30,0
0x43a970656fc60420a3e9a6b006f20b6b0efd622c,8201,17,2021-11-17,2021-12-29,0
0x43469718666fbf0d76d53d1aa5e8adaa51aa03c5,8174,11,2021-11-17,2021-12-29,0
0xacfc378ecaa2ce6a0975038c8814ac415481d2d9,8167,2,2021-11-26,2021-11-26,0
0xdc12894a984d6b51b1028af27576ae150f4ce6c2,8135,18,2021-11-18,2021-12-20,0
0x17cf80dffa91d004e7927570339f4dd90f59dcdf,8086,4,2021-12-08,2021-12-08,0
0x78cfdea24d4c9603ba523b1641c066f48424dcc9,8037,10,2021-11-30,2021-11-30,0
0xaf969057f18f782d1d72ba30763ec1f2ffc95806,8036,17,2021-11-18,2021-12-20,0
0x4d5cd028b1396dc24f4b55da436da5c53f7e54b9,7989,1,2022-01-08,2022-01-08,0
0x135d5324e94456f572a3dfcd16d61aeaf41b32a1,7973,4,2021-12-08,2021-12-08,0
0xc2e0545cb607a4f2497545e38be99b777221fc70,7958,16,2021-11-18,2021-12-20,0
0x48412d4e8d1ca28edfeddd5fbae128cbf84c7e5f,7918,8,2021-11-17,2021-12-21,0
0x253ecae3e5828e31ab54203130dd07838e33b1ab,7882,12,2021-12-19,2021-12-27,0
0x9fb86eab8fbabeab84050c5ead5fd6e66e79bf5e,7828,17,2021-12-19,2021-12-20,0
0xd103636e74211bbbeeb0414b1d3d8b839dbc84c9,7792,4,2021-12-08,2021-12-08,0
0x89768ca7e116d7971519af950dbbdf6e80b9ded1,7775,49,2021-09-20,2022-01-06,0
0xab23b0a50b97604b2c470cd963b1a1c3edc203a7,7768,10,2021-11-30,2021-11-30,0
0x215370707ae9a56b0ea6bf5f00811aab220401b6,7696,2,2021-10-16,2021-10-16,0
0x638905d54ad21354bb45abf6b533528fc98d1dad,7647,2,2021-10-16,2021-10-16,0
0x347987a2da0069cbcb54eaf2ccd8b67a09e632eb,7570,5,2021-11-18,2021-11-26,0
0xa2d8fbdf0e861cee10331ed546e657272b280595,7529,2,2021-10-07,2021-10-09,0
0xb94ca8cb4edddce44c7dbb0ea7eb29ef2595d8a4,7501,2,2021-10-16,2021-10-16,0
0x8410c33638bf4d20dec40d67e8ceb3f17bdf2acc,7500,10,2021-11-30,2021-11-30,0
0x9fc8ca211e9d3c40971ee43c6493a02753a9f823,7458,2,2021-10-07,2021-10-09,0
0xa212390416378a14b050a98c0873abac959d196f,7458,2,2021-10-07,2021-10-09,0
0x9f9c77bfa94d46a6c90a6a5e210ae551f3aaae35,7442,14,2021-12-18,2021-12-20,0
0x2fd76e6811a1212271edcfa7752c15da64f361c9,7413,2,2021-10-07,2021-10-09,0
0x74d4e11f14740f5be0756c6fbcb721b9454c6b5d,7413,2,2021-10-07,2021-10-09,0
0xfceb39b3a51b0d883fc025ac8341c5787eb78b34,7410,2,2021-10-16,2021-10-16,0
0x406755e9f5fc8c50caf9c1030436d3c41d577dcd,7378,2,2021-11-23,2021-11-23,0
0x145cc810d6c7e312a7b59e07f017311a7663905f,7369,2,2021-10-07,2021-10-09,0
0xf6d2c3162e6781b32d5c175694280299a35e3fad,7369,2,2021-10-07,2021-10-09,0
0x3066eea25240a9be7dfa94bd713da9842e3d65b6,7324,3,2021-10-07,2021-12-29,0
0xfcf2f5f7e1b0487eb260d0dea19ea766f2cc46ee,7323,2,2021-10-07,2021-10-09,0
0x1202f7681ceec46f5e724cf75e17a9025b6bf528,7311,18,2021-11-19,2021-12-29,0
0x02fb169416cfc63bae584690dbb64f4e9d8d0c52,7289,13,2021-10-02,2022-01-07,0
0x879221a52974cf324fc7f7d6ef5d74bf3b3facaf,7277,2,2021-10-07,2021-10-09,0
0xee70c887383a5a0a7d066086cff27b7b0c06f875,7266,10,2021-11-30,2021-11-30,0
0xda5369ef2e390648ff75734b70466f4f527d9441,7260,4,2021-11-22,2021-11-22,0
0xfb2e91f2a7835459dab5d29f3c5a7ca2888b4b73,7225,20,2021-11-18,2021-12-20,0
0x0c519fad68c813d38aea8911a51fda1ad411fbef,7214,2,2021-10-07,2021-10-09,0
0x5b9233e8a366d3b4b1654db7a6a3ddd45d1876ab,7214,2,2021-10-07,2021-10-09,0
0x60e89feb6df8cd089d99ca9fb2cd3bb092549f00,7211,2,2021-10-07,2021-10-09,0
0xba774bb4325021ae97a8373958f73897ebe29f67,7211,2,2021-10-07,2021-10-09,0
0x798f73c7df3932f5c429e618c03828627e51ed63,7206,9,2021-11-20,2021-11-26,0
0xbb66b4fc5658898d1057a57f1f158e8c88c88888,7192,4,2021-11-25,2021-12-01,0
0x742cfe2a1fb49ae444c91b696c771a7b2f65e9f4,7182,47,2021-12-04,2021-12-30,0
0xf57c91d295f3439cc0ee9bc65fbf544ec48bd676,7175,28,2021-10-10,2021-12-20,0
0xa3a442c7bf7f5b444cbb604b8d3425ca20ea1e08,7131,2,2021-10-07,2021-10-09,0
0xefcbd4e8979bb140ecb7d02c3333a244214184dc,7131,2,2021-10-07,2021-10-09,0
0x9f488eb668470081d74af06788543b5d1fef9a02,7118,8,2021-11-29,2021-12-19,0
0x16e111a1c5956d9e106c44212e91e517403aa0d7,7103,13,2021-12-18,2021-12-20,0
0x040b882259e46ca1d11b07710124d8b1bde3ad1c,7088,2,2021-10-07,2021-10-09,0
0x690c4c96aa64276d36cbbc2bed818cba500b5e48,7088,2,2021-10-07,2021-10-09,0
0x4ccf10d0242a5c9d5467d525aaa9e57ce19ef063,7053,5,2021-10-11,2021-10-18,0
0xdf08dfb2752c2bf55facc363f1568d4cf9606110,7048,7,2021-11-12,2022-01-08,0
0x0dc88b6990835154aae3490637421957e4220e22,7046,2,2021-10-07,2021-10-09,0
0x49de67ef50180b833248710a5ef7574426f2face,7046,2,2021-10-07,2021-10-09,0
0x593c83a667fe41c911abf4ce1711f060c296e2a4,7036,10,2021-11-30,2021-11-30,0
0xb70ae31692ba50d7b65ab71b23cff4302fb3b5b3,7003,12,2021-12-19,2021-12-20,0
0x15c22171264787fd3a7f5a45f1787dc1d8e0639b,7002,2,2021-10-07,2021-10-09,0
0xce027b748f29b704c6710a1acb20afee1d2473e8,7002,2,2021-10-07,2021-10-09,0
0x040475768bbb8e0e97cf42b3d1ee7249ff9aff21,6999,16,2021-11-18,2021-12-20,0
0xcaa043267f778d6956691a9fc376eab8aa01801c,6983,2,2021-11-29,2021-11-29,0
0x4bc048b7cfb010f1526e39c249ef758ab2a9ffc6,6949,14,2021-12-20,2021-12-20,0
0xc03d4def30e01bc69098755cac8367f01dffdace,6945,2,2021-10-07,2021-10-09,0
0x675485db534cdc3933a00837ec8af33b73c3bfef,6943,12,2021-12-19,2021-12-20,0
0xf36bea45d18d74513917fc78f7ec2c7ddc750cdb,6942,2,2021-10-07,2021-10-09,0
0x237483d78645d781de2d694b16d82c1b371ee0e2,6886,2,2021-10-07,2021-10-09,0
0xb24479d193064131b8cd51af1c41aa13f7860b23,6880,2,2021-10-07,2021-10-11,0
0xfec77f568ed0249774b1d3f6eb2cbfa9a8c1cae3,6867,6,2021-11-17,2021-12-21,0
0xe66bfa0e92eb1449fecb7ad822a4d9ec4fe598de,6853,21,2021-11-18,2021-12-20,0
0xc87a0f8149c03ec2d96448235c8db3b401ed2942,6840,14,2021-12-19,2021-12-20,0
0x4bf8fdf897657cab667e8f669a8f26d1ce1a7bb7,6839,2,2021-10-07,2021-10-11,0
0x992dd87a55db64ce3e2810fb241107fa5fa75406,6832,14,2021-12-19,2021-12-20,0
0xdf6021c1b98848c61b52bd98eb04821737a92db5,6831,4,2021-12-29,2021-12-29,0
0x0225df88882fe43ce9e40c374de8c4a0ccdfdc46,6827,1,2022-01-07,2022-01-07,0
0xf5e61b6d437fc99c48324b45e6cae63ed405d145,6822,14,2021-12-19,2021-12-20,0
0x6363c17fa07a190fa3bf7fa7214245532f0611c6,6809,2,2021-10-07,2021-10-11,0
0x79b2baa0d5050cf779670712208292f1fe7a8f8f,6794,14,2021-12-02,2021-12-12,0
0x088ce37e7cafb4c6f43c69f030e74abda25c7d10,6790,2,2021-10-07,2021-10-11,0
0xffcd8e546f804028ca654abd5c2bd6f48c9f1323,6786,14,2021-12-19,2021-12-20,0
0x74dcacab01506db8f9c43200e391d2c111225d24,6766,2,2021-10-07,2021-10-11,0
0x0ab15bcc1756714a8bb505e06331213d565dc40c,6764,30,2021-12-30,2021-12-30,0
0x253adf8a1be63fc91d7aadc95c6c364a016d38c9,6756,2,2021-10-08,2021-10-11,0
0xc708d1290457fde435458e1f84acefed0af441aa,6756,2,2021-10-08,2021-10-11,0
0xb81cca23287a909a3e5caebf22edf660bc8a029c,6749,4,2021-12-31,2021-12-31,0
0x24dbb5171fd186e7d711f3d97436839b0ef0d67c,6742,12,2021-12-19,2021-12-20,0
0xd1d4d3615815b4c0be9a8640955203be6d324b54,6739,11,2021-11-30,2021-11-30,0
0x4618451df711745f708764d1c5bad3f94cef7a16,6688,15,2021-12-19,2021-12-20,0
0xab444c5332bd3ebd9665997df709f34d4561dbbd,6680,2,2021-10-08,2021-10-11,0
0x25f8e49fecc47aa0a40124838c51a2c8c48a0cbe,6675,17,2021-12-18,2022-01-03,0
0xb29ca77acedf1a508da499b282e809842fb76e6b,6654,10,2021-12-19,2021-12-27,0
0xe2f46cf35aa1077de5163867e1f73a97ef960590,6647,3,2021-12-28,2022-01-04,0
0xd298631e58f070b467d0471dbd0295e860df0bb7,6631,17,2021-11-18,2021-12-20,0
0x8160730f2a1626f4c88535f2734fe8b0745efdbf,6620,2,2021-10-08,2021-10-11,0
0x98e0811cd0e63aa9c5314914605006d2adb90118,6601,19,2021-12-27,2022-01-07,0
0x729f0618919c69fad59bd1ac83428b8f472c6b64,6587,2,2021-10-08,2021-10-11,0
0x1208ab7fbd798908e9593a0402738be57b8f2a52,6581,2,2021-10-08,2021-10-11,0
0xb4c6f162d59d1c67ae6b6a01ac57c3cc4b414eec,6572,10,2021-11-12,2022-01-08,0
0x7589dafeb02b168e95e409f2343b1fd64bfc4689,6561,15,2021-12-20,2021-12-20,0
0x53e72efe3b3776c395d99603971f3776d9061449,6557,9,2021-12-19,2021-12-27,0
0xc5f1c489cfca582c0d47fa2c036f84833e8ab700,6557,14,2021-08-24,2022-01-09,0
0xba32caf81f0f40579a51ddf459d2e1c2a2c266cf,6549,2,2021-10-08,2021-10-11,0
0x240d6f92db7cb577550888096e1248cf3994b81d,6545,14,2021-12-19,2021-12-20,0
0xa29a8571513db24ee656b2882c9fda18f5902eb0,6542,2,2021-10-08,2021-10-11,0
0x3d23ff536f6709587377a7940885233217ede107,6540,2,2021-10-19,2021-10-19,0
0x71a1df0d820d29c784c04865904492ac38801a04,6527,6,2021-11-15,2021-11-16,0
0xf6e63fa58b2ed3bbc22362fdb6cc8cd23d40f2b2,6510,2,2021-10-08,2021-10-11,0
0x38d9e84ad4e222c2fbf8954d81162f68a5f40d33,6507,10,2022-01-06,2022-01-09,0
0x33ff321f2da1eb955cd20b22b29dde04afbc4964,6497,2,2021-10-08,2021-10-11,0
0xf1a196e705bb2bab5f52b02c1feecda598570185,6475,14,2021-12-18,2021-12-20,0
0xa20751b1d910a6d6d09fa0200a2b7ce0c68405c9,6471,6,2022-01-08,2022-01-08,0
0x438c878d8e47da34cd4af8d49732c7a2c9f3b32a,6456,22,2021-11-18,2021-12-20,0
0xf55f9e381f84768178bff6c7aaea8862b41b2dd0,6443,16,2021-11-18,2021-12-20,0
